Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Sweet,Vegetarian,Venison,Not Your Usual,Finalist,Winner
By The Burger of Babylon,"Persian fried chicken or vegan Persian fried ‘chicken’ with whipped feta (or vegan whipped feta), beetroot slaw, zucchini pickles, pomegranate ketchup and saffron aioli in a black sesame bun, with Phoenician hand-cut fries and tahini-garlic whip.",Beach Babylon,$21.00,2019,,Yes,,,,,,,,,,
Sensing Breakfast,"Andouille sausage with a fried egg, coffee and bacon jam, rocket, hollandaise in an English muffin.",Beach House and Kiosk,$19.00,2019,,,,,,,,,,Yes,,
Mr. Baombastic,"Deep fired bao bun with fried chicken tenderloins, Kāpiti cheese, iceberg lettuce, red onion, corn, piquante pepper slaw and creamy chicken cheese sauce, with potato crisps and onion dip.",Beach Road Deli,$20.00,2019,,Yes,,,,,,,,,,
Burg of Tricks,"Spiced ground turkey with a double cheese 'egg', beetroot bacon, crispy potato sticks, pickles, fried green tomato, rainbow corn and tarragon aioli in a potato bun, with sweet potato popcorn and mayo.",Bebemos,$21.00,2019,,,,,,,,,,Yes,,
The Coalition,"Prime Angus beef with ‘red’ onion, ‘green’ jalapenos, ‘black’ garlic, boozy cheese sauce and pickles in a potato bun, with thick cut fries",Bellamys by Logan Brown,$23.00,2019,Yes,,,,,,,,,,,
Big Bell,"Two grilled Angus beef patties with Kingsmeade Cheddar cheese, iceberg lettuce, onion, pickles and Bellbird special sauce in a toasted sesame seed milk bun, with shoestring fries.",Bellbird Eatery,$20.00,2019,Yes,,,,,,,,,,,
Batter Up Burgel,"Beer-battered fish with a seasonal crunchy slaw and homemade tartare sauce, on a freshly baked sesame bagel.",Best Ugly bagels,$16.00,2019,,,,,,Yes,,,,,,
Da Bomb,"Cherry-smoked St Louis pork ribs with Black Doris barbeque sauce, ivory slaw, housemade dill pickles and Kāpiti Havarti in a charcoal potato bun, with shoestring fries covered with nacho cheese and crushed cheese snacks.",Bethel Woods,$24.00,2019,,,,,Yes,,,,,,,
Bang 44,"Crumbed buffalo chicken thigh with cheese, celery slaw, bang bang sauce and blue cheese ranch dressing on a corn dusted bap.",Bin44 Restaurant & Bar,$21.00,2019,,Yes,,,,,,,,,,
Piggly Wiggly,"Sticky pork belly with caramelised chilli sauce, apple and fennel slaw, pickle and aioli on a Zaida's potato bun with a hint of chilli, with Parmesan shoestring fries.",Bistro 169,$22.00,2019,,,,,Yes,,,,,,,
The Fifth Element,"Free-range chicken karaage patty with ginger, soy, mirin, Asian slaw and Japanese pickles in an Arobake sesame bun, with yuzu mayo and handcut fries.",Black Doris,$19.00,2019,,Yes,,,,,,,,,,
The Ole' Big Smoky,"Housesmoked beef cheek, brisket, short rib, bacon, pork rib chop with pickled red cabbage, smoked onion rings, Bourbon-marinated mushrooms and southern pimento cheese spread, with handcut fries.",Boneface Brewing Co.,$23.00,2019,Yes,,,,,,,,,,,
Tu Meke Fish & Chip Burger,"Battered fish fillet with crayfish bisque mayo, seasoned french fries and tartare on a potato brioche bun, with popcorn shrimp with black pepper and lime mayo.",Boom Burger,$19.00,2019,,,,,,Yes,,,,,,
The Francophile,"Angus beef patty, shaved dry aged entrecote, escargot butter, Kāpiti Te Horo fromage and Dijon slaw in a toasted white bun with french fries and french onion dipping sauce.",Boulcott Street Bistro,$23.00,2019,Yes,,,,,,,,,,,
"Squealers Got Pinched, Crabs Got Oinked","Waikanae Butchery chorizo patty with Waikanae crab, pilsner beurre blanc, whipped feta, Kāpiti Kikorangi blue cheese, pickled celeriac, chervil and rocket in a Ben's Buns Lana T'nuc bun, with hand-cut fires with kawakawa dip.",Boundary Tap & Kitchen,$25.00,2019,,,,,Yes,,,,,,,
Black Stallion,"Double beef patty with Louisiana barbeque sauce, chilli pickles, crispy prosciutto and smoked Brie in a charcoal potato bun, with beer-battered fries and burger dipping sauce.",Brew'd Boulcott,$23.00,2019,Yes,,,,,,,,,,,
It's Swine Time,"Crispy pork belly tossed in calamansi and miso sauce with a grilled beef patty, smoked cheddar, apple Sriracha slaw and scallions in a soft brioche bun, with dirty chips and bacon bits.",Brew'd Island Bay,$23.00,2019,,,,,Yes,,,,,,,
The Porky-Pine,"Grilled housemade pork patty with glazed pineapple, cos lettuce, basil leaves, chilli mayo in a brioche burger bun, with island-style kūmara, taro and maniota wedges.",Brew'd Stokes Valley,$23.00,2019,,,,,Yes,,,,,,,
The High Striker,"Beef patty with Swiss cheese, pulled-pork, apple, roasted peanut slaw, toffee caramel barbeque sauce and mustard mayo in a popcorn-butter glazed Arobake bun.",Burger Liquor,$17.00,2019,Yes,,,,,,,,,,,
The Black Ink Paua Burger,"Housemade pāua patty with mesclun, tomato, onion, beetroot and Buzz's special seafood mayo sauce on a squid ink bun, with kūmara fries and battered onion rings.",Buzz Cafe Restaurant,$26.00,2019,,,,,,Yes,,,,,,
Prawn Underbelly,"King prawn toast with caramelised pork belly, Asian pickles, housemade sweet chilli dressing in a sesame and buttermilk bun with toffee crackling and Sichuan pepper fries.",Café Medici,$24.00,2019,,,,,Yes,,,,,,,
Colonel Mustard in the Kitchen with a Can of Sauerkraut.,"Wagyu beef patty with smoked cheese, American mustard, sauerkraut and spicy pickles in a sesame seed milk bun, with spiced shoestring fries.",Café Polo,$26.00,2019,Yes,,,,,,,,,,,
The Perfect Round,"Pork spare rib with housemade chioggia pickled beets, beetroot relish and greens in a beetroot brioche bun, with kūmara fries.",Cafe Par-Tee,$18.00,2019,,,,,Yes,,,,,,,
Coulibiac Classic,"Mānuka smoked and seared salmon with sauteed mushrooms, baby spinach and sauce choron in a brioche bun, with hand-ripped chips.",Capitol Restaurant,$28.00,2019,,,,,,Yes,,,,,,
Sweet As Licken Burger,"Crumbed, deep-fried buttermilk gelato patty with candied bacon, fresh pineapple, white chocolate cheese, custard mayo, chocolate barbeque sauce and candy floss lettuce on a Clareville Bakery donut bun.",Carrello del Gelato,$17.00,2019,,,,,,,,,,Yes,,
The Red Rooster,"Confit chicken thigh with grilled chorizo, smoked Gouda, sesame slaw, pickled jalapeños and housemade barbeque sauce on a red Brezelmania bun, with crispy chicken skin.",Charley Noble Eatery & Bar,$26.00,2019,,Yes,,,,,,,,,,
Macho Nacho,"Chile con queso beef patty with guacamole, cos lettuce, tomato salsa and crushed corn chips on a milk bun, topped with a jalapeño popper.",Chocolate Frog Cafe,$18.00,2019,Yes,,,,,,,,,,,
Wagyu Spring Roll Cheeseburger,"Wagyu beef and Cheddar encased in a spring roll with housemade sesame pickles, Chow burger sauce and shredded greens in a soft roll, with Togarashi spiced fries.",Chow,$15.00,2019,Yes,,,,,,,,,,,
Totti's Burger,"Angus beef patty with Parmigiano fondue, potatoes, salsa verde and rocket in a housemade bun, with truffle and Parmigiano polenta chips.",Cicio Cacio Osteria,$19.00,2019,Yes,,,,,,,,,,,
CoCo's Green Burger,"Monkfish tikka with organic lemon compote, spiced onion and house cultured raita with chickpea chips and kiwiberry chutney.",CoCo at the Roxy,$26.00,2019,,,,,,Yes,,,,,,
Coco's Peppa Pig,"Slow roasted pork belly with housemade berry jus, caramelised onions, pineapple ring, apple and cabbage slaw, lettuce, tomato and aioli in a sesame seed milk bun, with fries.",Coco's Bar & Grill,$25.00,2019,,,,,Yes,,,,,,,
It's a Scam,"Grass-fed beef patty with smoked oyster barbeque sauce, black cherry tree smoked bacon, Coene's Detroit pickles and goats cheese, edible sand and bourbon barrel aged dipping sauce on a charcoal bourbon potato bun, with crispy fried pickles.",Coene's Bar & Eatery,$25.00,2019,Yes,,,,,,,,,,,
Nest Big Thing,"Slow cooked smokey beef cheeks with leg ham, Emmental cheese, fried egg, sliced gherkin, American mustard and demi-glaze, with shoestring fries.",Comes & Goes,$23.00,2019,Yes,,,,,,,,,,,
Anaesthetic Pleasure,"Fried Sichuan chicken thigh with spicy orange jelly, kawakawa leaves and candied orange on a sesame seed milk bun, with sesame kawakawa slaw.",Concrete Bar & Restaurant,$16.00,2019,,Yes,,,,,,,,,,
Three for all!,"Slider 1: Honey soy mushroom and tofu burger with red cabbage, pickled radish and toasted sesame soy aioli. Slider 2: Spanish pumpkin and chorizo burger with red onion, Manchego, pickles and smoked paprika aioli. Slider 3: Mutton burger with cheese, watercress, pickles, horopito aioli and tamarillo chutney. With curly fries.",Counter Culture Board Game Cafe & Bar,$20.00,2019,,,,,,,,,,Yes,,
Introducing the Kraken,"Ground calamari patty with Thai slaw and green curry mayo in a dashi bun, with homemade prawn cracker and toasted chilli fries.",CQ Hotel,$18.00,2019,,,,,,Yes,,,,,,
Scrumdiddlyumptious,"Chocolate ice cream with banana, strawberries, popping candy, cream, caramel sauce in a sweet brioche bun, with chocolate churro fries.",Craft Beer & Pizza,$15.00,2019,,,,,,,,,,Yes,,
Philly Beef Double Dip Deluxe,"Philly beef with fried onions, lettuce, sour cream and buttermilk dressing, with habanero and beer cheese sauce and beef jus for dipping, with pecorino fries.",D4 on Allen,$24.00,2019,Yes,,,,,,,,,,,
Poppin’ Jalapeño Stag,"Nacho and chilli venison patty with jalapeños, lettuce, tomato, sour cream, housemade ranch and jalapeño cheese sauces on a bap, with garlic and mayo fries.",D4 on Featherston,$25.00,2019,,,,,,,,,Yes,,,
Mahalo,"Spiced wagyu beef patty, with roasted pineapple ring, butter lettuce, tomato, gruyere cheese on a charcoal milk bun, with Hawaiian black charcoal salt fries.",David Jones Wellington,$23.00,2019,Yes,,,,,,,,,,,
Smokey & the Brisket,"Pōhutukawa-smoked wagyu brisket with smoked beef fat Bongusto mac ‘n' cheese, dill pickles and Old Bay mayonnaise in a smoked potato bun, with crinkle cut chips and black marrow-naisse.",Dillinger's,$24.00,2019,Yes,,,,,,,,,,,
Lola Had A Little Beef,"Beef Wellington burger with aged beef, mushroom, pickled cabbage, watercress, and Garage Project Lola Cherry Cola jus in a puff pastry ‘bun’, with duck fat roasties.",Dockside Restaurant & Bar,$24.00,2019,Yes,,,,,,,,,,,
Bangkok Burger,"Fried Thai green curry free-range chicken thigh with coconut and lime relish, spiced eggplant, pickled green pepper, green papaya, shallot and coriander in a Clareville Bakery pandan bun, with shoestring fries and nam jim salt.",Dragonfly,$25.00,2019,,Yes,,,,,,,,,,
I Can't Believe It's Not Butter Chicken,"Crispy spice-infused buttermilk-soaked free-range chicken thigh with caramelly ghee, shredded iceberg lettuce and charcoal chicken mayo in a toasted, garlic brushed bun, with loaded handcut chips with butter chicken sauce and coriander.",Dutchy's Burger Joint,$25.00,2019,,Yes,,,,,,,,,,
Fatty Melt,"Tender beef patty with beef fat onions, Russian dressing, white cheese and pickles in a rye bun, with shoestring fries.",Egmont St. Eatery,$25.00,2019,Yes,,,,,,,,,,,
Leroy's Blue Chicken,"Panko-crumbed chicken thighs with bacon jam, Kāpiti Kikorangi whip, sliced beetroot, lettuce, red onion and aioli on a sesame-seed bun.",Ekim Burgers,$12.00,2019,,Yes,,,,,,,,,,
El Libertador,"Alpaca patty with Hogao Bogotano cheese sauce and pickles on a Pandoro milk bun, with free-range grasshoppers.",El Culo del Mundo,$25.00,2019,,,,,,,,,,Yes,,
En Fuego!,"Parrilla-grilled morcilla with streaky bacon, spiced beetroot relish and lemon aioli on a brioche bun, with chapa potatoes.","El Matador - Café, Asador Grill & Bar",$20.00,2019,,,,,,,,,,Yes,,
The Tony Montana,Lamb confit burger with roasted beetroot chutney and Zany Zeus tzatziki in a squid ink bun with curly fries.,Enigma Cafe,$22.00,2019,,,,Yes,,,,,,,,
A Kick in the Gills,"Fresh fish burger with harissa, mint sauce, goats cheese, greens and coriander on a squid ink bun, with thick cut fries.",Eva Beva,$22.00,2019,,,,,,Yes,,,,,,
Cordero de Dois,"Lamb patty with pulled lamb, chimichurri, beetroot slaw and feijoa relish in a beer and barley bun.",Fidel's Café,$20.00,2019,,,,Yes,,,,,,,,
Maximus Decimus Meridius,"Roman beef burger with Kāpiti blue cheese, iceberg lettuce, tomato, and mayonnaise on a Zaida's Challah bun, with polenta and Parmesan fries with tomato relish.",Field & Green,$19.00,2019,Yes,,,,,,,,,,,
Minds Eye View,"Grass-fed beef burger with smoked oyster and bacon jam, beefsteak tomatoes, grilled onions and cambozola cheese in a pink flamingo brioche bun, with tempura prawns and Sriracha cocktail sauce.",Flamingo Joes,$24.00,2019,Yes,,,,,,,,,,,
What Came First the Chicken or the Egg,"Chicken patty with scrambled eggs, bacon and smoked tomato chilli mayo in a tomato buttermilk bun.",Floriditas,$23.00,2019,,Yes,,,,,,,,,,
The Yo’ Bro,"A rolled oat, prime New Zealand beef patty with French brie, yoghurt sauce, lettuce, sweet caramelised onions and dill pickles in a sourdough bun, topped with a tangy glaze and crunchy cornflakes, with waffle fries and Belgian ale-infused, cherry popping candy aioli.",Fork & Brewer,$23.00,2019,Yes,,,,,,,,,,,
Dirty Cheeseburger,"Beef patty with smoked Cheddar, pickles and Fortune Favours Wellingtonian sauce in a Brezelmania bun.",Fortune Favours,$12.00,2019,Yes,,,,,,,,,,,
Grab Life by the Meatballs,"Mozzarella stuffed wagyu beef meatball with marinara sauce and ratatouille on a pretzel bun, with a side of taro crisps.",Foxglove Bar & Kitchen,$24.00,2019,Yes,,,,,,,,,,,
Ciccio Bello,"Porchetta, apple chutney, red cabbage slaw and mayo in an Arobake potato bun, with crispy pork skin skewer and shoestring fries.",Fratelli,$23.00,2019,,,,,Yes,,,,,,,
Non Solo Pasta,"Mac ‘n' cheese patty with smoked mozzarella, tomato chutney and lettuce in an Arobake potato bun.",Fratelli Pasta Bar,$13.00,2019,,,,,,,,Yes,,,,
Lambro Burger,"Lemongrass and ginger infused lamb patty with sweet caramelised five-spice sauce, minty apple fennel slaw in garlic and chive frybread.",Fryday Donuts,$17.00,2019,,,,Yes,,,,,,,,
Kentucky Derby,"Spicy fried charcoal-rubbed chicken with smokey cheese, rocket, tomato, pickles and Kentucky barbeque sauce, with waffle fries and hot buffalo or garlic aioli dipping sauce.",Gasworks,$23.00,2019,,Yes,,,,,,,,,,
Il Vecchio Patriota,"Slider 1: Roasted portobello mushroom with onion jam and gorgonzola in a green brioche bun. Slider 2: Pork and fennel patty, with truffle pesto and mozzarella in a white brioche bun. Slider 3: Venison patty, with blackberry relish and smoked provolone in a red brioche bun. With truffle and Parmesan fries.",Giuseppe's,$24.00,2019,,,,,,,,,,Yes,,
Flesh & Bone,"Beef patty with bone marrow, truffle butter, pickle and winter salad in a milk bun, with glass fries and soubise.",glass wine bar & bistro,$25.00,2019,Yes,,,,,,,,,,,
Kaizen Dunking Burger,"Pork strips marinated in soy, mirin and garlic with Nihon slaw in a green tea spiked gyoza bun, with miso kale chips and wasabi ketchup.",Glasshouse Bar and Grill,$22.00,2019,,,,,Yes,,,,,,,
The Bruce Lee Bao,"Har Gao tiger prawn patty with papaya salad, cherry tomatoes and hotpot flavour salted duck yolk ‘hollandaise’ sauce in a hemp seed, pumpkin coloured Chinese mantou bao, with lotus root chip fries.",Goldie Milkbar & Eatery,$18.00,2019,,,,,,Yes,,,,,,
Bad Boyger,"Beef patty with black chilli, plum barbeque sauce, parsnip tempura, shichimi togarashi, candied bacon and wakame mayo on a fougasse bun, with kelp salt pickled cucumber.",Good Boy,$15.00,2019,Yes,,,,,,,,,,,
Deerlicious,"Venison patty with cherry rosemary chutney, caramelised walnuts, blue cheese, tomato and lettuce in a Clareville Bakery brioche bun, with potato fries.",Greytown Hotel - The Top Pub,$22.00,2019,,,,,,,,,Yes,,,
A Little Bit Cheeky,"Beef patty with chilli smoked beef cheek, IPA cheese sauce, bell peppers, smoked garlic aioli and rocket on a cheesy Zaida's bun, with steak cut fries.",Grill Meats Beer,$25.00,2019,Yes,,,,,,,,,,,
Home of The Braise,"Beef brisket braised in spiced bock with pickle, housemade sauerkraut, mustard and smoked cheese in a Pandoro beer and barley burger bun.",Hashigo Zake,$18.00,2019,Yes,,,,,,,,,,,
Heyday Burger Co,"Stout, black bean and beef patty with bacon, smoked Gouda, Heyday beer pickled jalapeño jam and salad in a bun made from Heyday's spent grain.",Heyday Beer Co,$18.00,2019,Yes,,,,,,,,,,,
The Beet Goes On,"Cameron Family Farms beetroot patty with artisan blue cheese, lettuce and tomato relish and walnut dressing in a housemade bun, with oven fries.",Hillside Kitchen & Cellar,$20.00,2019,,,,,,,,Yes,,,,
Bourgeois Burger High Tea,"Burger High Tea including Zelati’s cookie s'mores; wagyu, truffle aioli and onion slider and Woody’s free-range pork cheek, Granny Smith and candied bacon slider and more.",Hippopotamus Restaurant,$45.00,2019,,,,,,,,,,Yes,,
Badbadger,"Smoked African-spiced pork rib with portobello mushroom, garlic umami cream sauce, melting honey crisp in an African mealie bread bun, with snake venom dipping sauce vile and Ghana chin chin chips.",Honey Badger Saloon,$23.00,2019,,,,,Yes,,,,,,,
Bang Bao-Bun Burger,"Tumeric spiced ‘Ayam Penyet’ chicken thighs with achar slaw, honey lime sambal and crispy chicken skin in a house-baked bao bun, with smokey shaker fries with smoked seaweed and sweet curry sauce.",Hot Sauce,$22.00,2019,,Yes,,,,,,,,,,
Cheese Burger,"Beef patty with cheese, gherkin, mustard and smokey tomato ketchup on a Shelly Bay Bakery milk bun, with shoestring fries.",Hummingbird Eatery & Bar,$16.00,2019,Yes,,,,,,,,,,,
Boa Raiz,"Tapioca, mushroom and Horopito patty, faux bacon, pickled root vegetables, mushroom ketchup and burnt salsa on a gluten-free root bun, with parsnip crisps.",HUSK,$20.00,2019,,,,,,,,Yes,,,,
"Two Birds, One Bun","Two battered chicken breasts with streaky bacon, lettuce, tomato and chipotle mayonnaise in a corn dusted bun, with spiral fries and mesclun.",Jack Hackett's Irish Pub,$20.00,2019,,Yes,,,,,,,,,,
Reuben Burger,"200gm medium-rare ground beef patty with pastrami, Swiss cheese, sauerkraut, pickles and Russian mayo on a toasted brioche bun.",Jackson Street Burger Co,$20.00,2019,Yes,,,,,,,,,,,
Royale Fromage,"Angus beef patty with tangy dill pickle, crunchy lettuce and smoky sweet beetroot relish on a toasted Pandoro bun, topped with Raclette cheese, with french fries.",Jardin Grill,$27.00,2019,Yes,,,,,,,,,,,
The Little Lambie,"Lamb patty with peri-peri romesco, lettuce, red onion, Cheddar, cucumber and mint sauce in a milk bun, with beer-battered fries.",Juniper Restaurant & Bar,$23.00,2019,,,,Yes,,,,,,,,
Taco Bout a Chicken Burger,"Taco crusted chicken patty with Zany Zeus smoked Brinza, avocado smash and chipotle mayo on a corn and chilli bun, with fajitas fries.",Kanteen,$19.00,2019,,Yes,,,,,,,,,,
Te Wheako,"Smoked pork and chicken with cabbage, carrot and watercress slaw and smoked hollandaise on a kawakawa and herb fried bread, with kūmara, potato and chicken skin crisps.",Karaka Café,$20.00,2019,,Yes,,,,,,,,,,
Rosemary Smoke and Mirrors,"Wagyu beef patty with Cheddar, tempura oyster mushrooms, mesclun, tomato and barbeque aioli on a smoked rosemary and charcoal bun, with shoestring fries",Kelburn Village Pub,$23.00,2019,Yes,,,,,,,,,,,
Silk Road Skewer,"Garlic, chilli and cumin-marinated grilled lamb rump pieces with red onion, whole pickled pepper, iceberg lettuce and mild chilli hoisin aioli in a sesame milk bun, with sumac salted fries.",Khandallah Trading Company,$23.00,2019,,,,Yes,,,,,,,,
The Italian Stallion,"Polpetta beef patty with Provolone cheese, tomato salsa and rocket pesto on a ciabatta bun, with polenta chips.",L'affare,$22.00,2019,Yes,,,,,,,,,,,
Hamburger al Formaggio,"Pan roasted beef burger with gorgonzola piccante, rocket and pesto on a toasted ciabatta bun.",La Bella Italia,$19.00,2019,Yes,,,,,,,,,,,
Bowl Ya Mind,"Double beef patty with double cheese, bacon, crispy onion rings, smoked Brinza, pickles, shredded lettuce, mustard, barbeque sauce and aioli on a Zaida's milk bun, with spicy poutine fries.",Lanes Bar and Bowling,$24.00,2019,Yes,,,,,,,,,,,
The MacBurglar,"Double beef patties (or two vegan mushroom and beetroot patties) with two slices of cheese, lettuce, pickles and sauce on a Zaida's sesame bun, with potato shoestring fries and vegan lime aioli.",Laundry,$19.00,2019,Yes,,,,,,,,,,,
Le Breakfast Burger,"Steak tartare inspired pork patty with cornichons, Emmental, cheddar, a fried egg and Dijonaise in a toasted butter croissant.",Le Samouraï,$10.00,2019,,,,,Yes,,,,,,,
Lucy's got Dragon Breath,"Bacon and Cheddar stuffed beef patty with chicken-fried onion rings, dill pickles, American cheese, Cheddar mayonnaise, barbeque sauce in a milk bun, with homemade barbeque kettle fries and onion dip.",Leroy's Bar,$20.00,2019,Yes,,,,,,,,,,,
Bird On a Wire,"Marinated crispy chicken with spicy mango chutney, field greens, Swiss cheese, tomato, chilli tomato mayo in a mini ciabatta, with frites.",Leuven Belgian Beer Café,$20.00,2019,,Yes,,,,,,,,,,
Joe's Winter Vege Patch,"Roast beetroot with cavolo nero braised with black beans, kohlrabi kimchi, and tahini-tofu cream in a sementi bun, with hand-cut fries.",Lido,$18.00,2019,,,,,,,,Yes,,,,
Filthy Joe,"LBQ custom beef blend smash patty with burnt end brisket ragù, triple cheese sauce, sour beer pickles, Bourbon mustardaise and shoestring fries in a housemade soft white bun, with classic tater tots.",Little Beer Quarter,$22.00,2019,Yes,,,,,,,,,,,
Shut Up a'bao it,"Five-spiced pork belly with Vietnamese pickled cabbage in a mantou bao, with prawn crackers.",Lola Stays,$20.00,2019,,,,,Yes,,,,,,,
Prawn To Be Wild,"Local catch fish cake with a fried egg, prawn mayo, chilli, tamarind and capsicum jam on a black sesame bun with Furikake seasoned chips.",Longbeach,$19.00,2019,,,,,,Yes,,,,,,
Beyond Burger Food 2.0,"Vegan patty, vegan cheese, vegan egg, lettuce, sliced onion, tangy pickle, Belgian mayo mustard and ketchup in a locally baked vegan bun, with skin-on classic fries.",Lord of the Fries,$20.00,2019,,,,,,,,Yes,,,,
My First Rodeo,"Fried chicken with onion rings, slaw, pickles and Six Barrel Soda cola-cue sauce in a soft white bun, with cheese 'n bacon fries.",Lucky,$20.00,2019,,Yes,,,,,,,,,,
Big Kahuna,"Angus beef patty with crumbed Camembert, charcoal roasted pineapple, smokey bacon, lettuce, tomato, sweet and sour pickles, pineapple mayo and island barbeque sauce in a potato brioche bun, with seasoned curly fries.",Lulu,$25.00,2019,Yes,,,,,,,,,,,
Hausmeister der Sinne,"Grilled beef patty with melted Emmental, rocket, tomato, red onion and red and white horseradish sauce in a pretzel bun, with oven roasted salt and vinegar chips tossed in smoked paprika.",München,$26.00,2019,Yes,,,,,,,,,,,
Mac's and Cheese,"Beef rump patty with smoked potato rosti, crumbed mac ‘n' cheese melt, jalapeño cheese sauce in a truffle infused Brezelmania milk bun, with pickle fries.",Mac's Brewbar,$23.00,2019,Yes,,,,,,,,,,,
Barista Chur'izo Burger,"Chorizo beef patty with homemade salsa, lettuce, tomato and spiced mayo on an espresso scented black sesame seed bun, with crispy beetroot chips.",Machete Coffee & Tacos,$15.00,2019,Yes,,,,,,,,,,,
The Duke,"Buttermilk fried chicken with smoked Brinza, seared pineapple, crispy bacon, sweet and spicy peppadews and rocket in a brioche bun, with hand cut fennel-salted fries and lemon mayo.",Maranui Café,$22.00,2019,,Yes,,,,,,,,,,
Wild Wallaby,"Wallaby meat pattie with smoked Havarti, Berlin style house pickles, poached tamarillos and special sauce on a brioche bun, with house cut chunky fries",Meow,$19.00,2019,,,,,,,,,,Yes,,
Cinnamon & Agave,"Cinnamon and agave braised pork belly with carrot mojo, green apple, slaw, mint yoghurt, coriander and pickled radish in a brioche bun.",Mexico Petone,$18.00,2019,,,,,Yes,,,,,,,
Xocolate & Coffee,"Xocolate and coffee adobo braised lamb neck with lime cured cucumber ribbons, beetroot mojo, carrot slaw, crispy chickpea, mint and coriander on a brioche bun.",Mexico Wellington,$16.00,2019,,,,Yes,,,,,,,,
Fillet Ohh Fish,"Crumbed and fried fish patty with chunky herb tartare and Cheddar in a steamed milk bun, with agria fries.",Ministry of Food,$21.00,2019,,,,,,Yes,,,,,,
Wu-Tang Clam,"Tuatua and mussel fritters with Thousand Island dressing, wonton skins and house tartare in a Zaida's milk bun with smokey Agria fries.",Mishmosh,$24.00,2019,,,,,,Yes,,,,,,
Fyre Burger,"Chilli crumbed free-range chicken with dynamite mayo, cucumber yoghurt foam, pickled onion and shredded iceberg lettuce in a Arobake bun, with spiced potato crisps. Flamed table-side.",Monsoon Poon,$19.00,2019,,Yes,,,,,,,,,,
Counting the Beet,"Beetroot and Parkvale Mushroom vegan 'meat' patty, mānuka-smoked tofu' feta', pickled cucumber, GP Kuro caramelised onions, chipotle aioli slaw with a Fuzz Box mustard and ketchup in a beetroot bun, served with bloody beetroot-dyed fries.",Moon,$16.00,2019,,,,,,,,Yes,,,,
Umamoo,"Beef patty with tare glaze, charred leek, iceberg lettuce and dashi mayo on a housemade Japanese milk bun, with furikake salted skin-on fries.",Mr Go's,$20.00,2019,Yes,,,,,,,,,,,
Beef Baby,"Beef patty with super greens salad, Asian slaw, cheese, coriander and lemongrass mayo with wedges.",Mr TK Restaurant,$18.00,2019,Yes,,,,,,,,,,,
"Seafood, Seaweed, Sugoi!","Chilli and ginger buttermilk battered market fish fillet and prawn cutlet with seaweed, bonito, prawn floss, wasabi salad, and miso aioli in a Pandoro milk bun.",Mt Vic Chippery,$16.00,2019,,,,,,Yes,,,,,,
Beef Pho Burger,"Beef slow cooked in phở spices with thinly sliced onion, bean sprouts, spring onions, coriander, basil, chilli and hoisin sauces in a crispy rice noodle bun.",NAM D Street food,$13.00,2019,Yes,,,,,,,,,,,
Raising The Baa,"Chipotle and lime braised lamb shoulder with smoked Brinza, candied streaky bacon, pickled cucumber and cabbage slaw, shredded lettuce, aioli, mint and coriander yoghurt in a Turkish bun, with hand-cut Parmesan fries.",Neo Café & Eatery,$22.00,2019,,,,Yes,,,,,,,,
Nikau Big Veggie,"Tofu marinated in a soy sauce and sesame oil with mushroom, garlic, dill and onion patty, pickled beetroot, carrot and coconut cream satay sauce in a housemade sourdough brioche bun, with deep fried potato skins and kimchi aioli",Nikau Cafe,$21.00,2019,,,,,,,,Yes,,,,
High On Miss Piggy's Supply,"Slow cooked pork belly with apple slaw, hemp seed dukkah and caramelised miso mayonnaise in a potato bun.",olive,$20.00,2019,,,,,Yes,,,,,,,
Nero e Blu,"Aged beef patty with caramelised radicchio, pickled green tomato, mustard and blue mascarpone in a Shelly Bay Baker bun, with olive salted fries.",Ombra,$22.00,2019,Yes,,,,,,,,,,,
Four and Tweety Pie,"Confit duck leg with duck liver pâté and plum relish in a brioche bun, with potato coins and Bourbon rye dipping sauce.",One Fat Bird,$24.00,2019,,,Yes,,,,,,,,,
Oh La La,"Beef patty stuffed with braised beef short rib with foie gras, Morbier cheese, and truffle butter in a milk bun, with French fries.",One80 Restaurant,$33.00,2019,Yes,,,,,,,,,,,
Vegan Confit Duck Burger,"Vegan confit duck patty with crispy prosciutto, onions, pickles and plum sauce in a toasted bun, with kūmara fries.",Oviedo Cafe,$21.00,2019,,,,,,,,Yes,,,,
Don't Fear The Reaper,"Queso stuffed short rib and chorizo patty with chilli pickled onion rings, stout and treacle cured bacon, smoked jalapeño salsa, mole, Carolina reaper hot sauce syringe and smokey chilli con carne, with mānuka smoked chilli salt corn chips.",Panhead Custom Ales,$25.00,2019,Yes,,,,,,,,,,,
Trump Tower,"Two aged-beef patties with mānuka-smoked bacon, buffalo Cheddar, Boston pickles, American mustard and tomato relish on a milk bun, with crinkle-cut potato fries and Pinot Noir salt.",Park Kitchen,$21.00,2019,Yes,,,,,,,,,,,
Smoked Eel Burger,"Tempura smoked eel patty with pickled vegetables, dry ginger, wasabi pearls and dashi mayo on a squid ink bun, with lotus root crisps.",Parrotdog,$19.00,2019,,,,,,Yes,,,,,,
