Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Venison,Vegetarian,Sweet,Not Your Usual,Finalist,Winner
The Oh Sam,"Korean style sweet 'n' spicy shaved pork belly with prawn and squid croquette, pickled daikon and housemade Zany Zeus cheese sauce in an Arobake brioche bun, with crisscut potato chips.",Comes & Goes,$24,2020,,,,,Yes,,,,,,,
The Hot D'urger,"Beef patty with cheese, onions, mustard, gherkin relish, BBQ sauce, mayonnaise and sausage in a Zaida's potato brioche bun, with potato crisps.",Concrete Bar,$19,2020,Yes,,,,,,,,,,,
Tofu'lhu with Lovecraft Sauce,"Housemade 'bacon' flavoured green pea tofu with lentil cheese, cos lettuce, pickled Awatoru Wildfood bull kelp, brown sauce, tomato and chilli jam in a Zaida's green bun, with fries.",Counter Culture Board Game Cafe & Bar,$20,2020,,,,,,,,Yes,,,,
The Crafty Chook,"Peri-peri chicken thigh with smashed avocado, fried halloumi, cos lettuce and ranch dressing in a Zaida's brioche bun, with fries.",Craft Beer & Pizza,$19,2020,,Yes,,,,,,,,,,
Second Date,"Fried chicken thigh marinated in ginger, chilli, sake and soy with red onion, iceberg lettuce, teriyaki sauce and wasabi mayonnaise in an Arobake panini seeded bun, with a pink ginger ribbon, sea salt and aonori shaken fries and sriracha mayonnaise.",D4 on Allen,$23,2020,,Yes,,,,,,,,,,
Love @ First Bite,"Karaage chicken thigh with red onion, iceberg, teriyaki sauce and Kewpie mayonnaise in an Arobake spirulina seeded bun topped with a sweet chicken meatball, pink ginger, with shichi-mi tōgarashi dusted edamame beans and potato and cabbage miso soup.",D4 on Featherston,$25,2020,,Yes,,,,,,,,,,
The Roast Lamb Dinner,"Slow-cooked lamb shoulder with gravy, mint sauce, pickled beetroot and watercress in a housemade sweet potato bun, with kūmara crisps and rosemary mayonnaise.",Daisy's,$20,2020,,,,Yes,,,,,,,,
Dom Kung,"Thai-inspired hoki croquette with tomato, red onion, coriander, mint, chilli, lettuce, housemade tartare sauce and ginger Zany Zeus crème fraîche in a brioche bun, with handcut skin-on lemon pepper fries and housemade sweet chilli sauce.",Danger Danger,$19,2020,,,,,,Yes,,,,,,
Firestarter,"28day dry-aged Wagyu brisket and chuck patty with housemade bread and butter pickles, Kāpiti smoked gruyère, truffle and bone marrow smoked onions and Russian dressing in a Brezelmania potato bun served on fire with Havana coffee and bone marrow broth, parmesan fries and truffle aioli.",Dillinger's,$29,2020,Yes,,,,,,,,,,,
Bacon Drunken Love to You,"Beef patty with bacon bourbon jam, Kāpiti Awa Blue, sweet 'n' spicy pickles and black truffle mayonnaise in a toasted brioche bun, with pork fries and apple sauce.",Dirty Burger Cuba Street,$25,2020,Yes,,,,Yes,,,,,,,
Alexis Texas,"Beef patty with bacon, Kāpiti Pakari Smoked Cheddar sauce, Texan fried onions, pickles, ranch cream and smoky Texan BBQ sauce in a brioche bun, with crinkle-cut fries topped with pulled pork, golden BBQ sauce, cheese sauce and celery mayonnaise.",Dirty Burger Petone,$25,2020,Yes,,,,Yes,,,,,,,
"It's a Bloody Burger, Mary","Worcester and Tabasco sauce beef patty with cos lettuce, pickle, and vodka and tomato chutney in a Pandoro bun, with a bacon, olive and cherry tomato skewer and corn chips.",Dirty Little Secret,$20,2020,Yes,,,,,,,,,,,
Dirty and Dill-icious,"Beef patty with cheese, bacon, BBQ pulled pork, pickled red cabbage, dill pickles and Dijon mayonnaise in an Arobake horopito-spiced bun.",Dockside Restaurant & Bar,$23,2020,Yes,,,,Yes,,,,,,,
The Dragon,"Crispy free range Taiwanese chicken, cos lettuce, Taiwanese cucumber pickles, miso and green tea mayonnaise, and Chiu Chow chilli sauce in a Pandoro chilli flake milk bun, with corn fries sprinkled with lime and coconut salt.",Dragonfly,$25,2020,,Yes,,,,,,,,,,
Big Bang,"Pork sausage meatball with creamy mash and housemade onion jam in a Brezelmania milk bun, with an iceberg lettuce wedge and cosmic dressing.",Duke of Wellington,$23,2020,,,,,Yes,,,,,,,
La Grande Gordita,"Free range pork and beef patty with manchego cheese and Serrano ham croquette, lettuce, sweet pickles and sobrasada mayonnaise in a housemade milk bun, with patates braves and aioli.",Egmont St. Eatery,$25,2020,Yes,,,,Yes,,,,,,,
Chicken Maryland,"Citrus crumbed chicken thigh with a corn fritter, Beehive bacon, rocket and aioli in a sesame seed bun.",EKIM Burgers,$13,2020,,Yes,,,,,,,,,,
Sloppy José,"Pork and jalapeño ragu with refried beans, pasilla and salsa fresca in an Arobake buttermilk bun, with corn chips and refried bean dip.",El Barrio,$22,2020,,,,,Yes,,,,,,,
Dar Papaya,"50day aged grass-fed Wairarapa brisket and chuck patty with Uruguayan chorizo patty, smoked cheese and pomegranate chimichurri in a steamed potato bun, with shoestring fries and housemade seasoning.",El Culo del Mundo,$23,2020,Yes,,,,,,,,,,,
Cheeky Freak,"Sticky braised beef cheek with citrus beetroot sauerkraut, apple and smoked chive Zany Zeus crema in a brioche bun.","El Matador - Café, Asador Grill & Bar",$20,2020,Yes,,,,,,,,,,,
Jaca-mole,Spiced jackfruit with Kāpiti Smoked Havarti and red coleslaw in a Brezelmania brioche bun.,Enigma Cafe,$16,2020,,,,,,,,Yes,,,,
Sunday Roast,"Roasted lamb shoulder with port jelly lamb's liver pâté, thyme roasted potatoes, pea and Zany Zeus feta smash and red wine jus in an Arobake buttermilk bun, with kūmara crisps.",Eva Beva,$25,2020,,,,Yes,,,,,,,,
Pearly Queen,"Anglo-Indian-spiced fried chicken with Coronation curried coleslaw in a Shelly Bay Baker milk bun, with papadum and raita.",Field & Green,$21,2020,,Yes,,,,,,,,,,
Flamin' Go,"Beef patty with chimichurri, Kāpiti Te Horo Swiss, mānuka candied bacon, cream cheese, avocado and pickled red onions in a Brezelmania potato bun, with triple cooked chips and housemade tomato relish.",Flamingo Joes,$25,2020,Yes,,,,,,,,,,,
All at Sea,"Yellow Brick Road mussel rosti with crispy Cameron Harrison bacon, pāua XO aioli, slaw and pickled kelp in a smoked paprika Brezelmania bun.",Floriditas,$20,2020,,,,,,Yes,,,,,,
Brinner Time,"Buttermilk fried chicken drizzled in maple syrup, with red cabbage and kimchi slaw with maple candied Harrington's bacon bits, baby cos lettuce, in two housemade crumpets.",Food Envy,$18,2020,,Yes,,,,,,,,,,
The Brisk-Taker,"12hr housesmoked six-score Wagyu beef brisket with housemade BBQ sauce, Fork & Brewer Haze Jumper melty cheese, kosher pickle and apple and celeriac slaw in a Zaida's milk bun, with potato hash gems and housemade dill pickle ranch sauce and a dill pickle spear.",Fork & Brewer,$26,2020,Yes,,,,,,,,,,,
Itaburg,"Beef patty with smoked scamorza mozzarella, balsamic beetroot, crispy pancetta, spiced Napoli salsa and rocket in an Arobake potato bun, with truffle and parmesan shoestring fries.",Fratelli,$24,2020,Yes,,,,,,,,,,,
Meatloaf - The Burger Not the Singer,"Meatloaf with streaky smoked bacon, honey bourbon glaze, smoked cheese, pickles and mayonnaise in a crumbed housemade donut bun, with crinkle cut fries.",Fryday Donuts,$25,2020,Yes,,,,Yes,,,,,,,
Gochu,"Beef patty with gochujang sauce, pickles, cheddar, Swiss, jalapeño cheese, Woody's Free Range Farm pastrami, caramelised onions and ketchup in a Brezelmania potato bun, with fried daikon pickles.",Gasworks,$24,2020,Yes,,,,,,,,,,,
Amphibious,"Marinated fried chicken thigh with soft shell crab and grilled prawn patty, cheddar, lemon Cajun mayonnaise, red onion pickle and coleslaw in a brioche bun, with crinkle fries and tomato sauce.",Gemini Cafe & Eatery,$25,2020,,Yes,,,,Yes,,,,,,
Out for a Duck,"Crispy confit duck leg with pickle, cucumber and gravy in a housemade brioche bun.",Glass,$26,2020,,,Yes,,,,,,,,,
Baa Baa Bao,"Scotty's Meats smoked lamb with housemade herb stuffing, apple and watercress salad, pikopiko infused classic Kiwi dip in a Baolicious charcoal bun, with kūmara fries and tomato sauce.",Glasshouse Bar and Grill,$24,2020,,,,Yes,,,,,,,,
Welly Monster,"Bamboo charcoal battered fried chicken thigh with housemade sriracha, mayonnaise and salad in a sesame seed bun, with bamboo charcoal long fries and Korean spicy sauce.",Goldie Milk Bar & Eatery,$16,2020,,Yes,,,,,,,,,,
The Kerre Woodham Stack,"Beef patty with sumac smoked tomato, cheddar, whiskey shallot jam, dill pickled cucumbers and mustard mayonnaise in a Shelly Bay Baker brioche bun.",Good Boy,$15,2020,Yes,,,,,,,,,,,
Umami Monster,"Kāpiti Kikorangi stuffed beef patty with Kāpiti Te Horo Swiss, garlic and herb Parkvale mushrooms, Acme & Co bread and butter gherkins and parmesan mayonnaise in a Brezelmania milk bun.",Gorilla Burger (Miramar),$18,2020,Yes,,,,,,,,,,,
The Fortunate One,"Buttermilk fried chicken with 18hr smoked brisket, Kāpiti cheddar, dill pickles and Fortune Favours Adventurer BBQ sauce in a Brezelmania bun.",Gorilla Burger @ Fortune Favours,$19,2020,,Yes,,,,,,,,,,
El Toro,"Porterhouse steak, beef brisket, pork scotch fillet and Spanish chorizo patty with housemade bacon jam, dill pickles, butter cheese, heirloom tomatoes, cider battered onion rings, salad, housemade aioli and BBQ sauce in a Clareville Bakery mixed flour bun, with paprika spiced fries.",Greytown Hotel - The Top Pub,$23,2020,Yes,,,,Yes,,,,,,,
Double Happy,"Slider duo: Wagyu patty with Swiss and housemade pickle salt crisps in a Brezelmania Pretzel Bun; Korean fried chicken with Fix & Fogg satay, iceberg and kimchi in a steamed bao bun.",Grill Meats Beer,$22,2020,Yes,Yes,,,,,,,,,,
The Double Dirty,"Flame pit grilled smashed beef patty with seared gammon, Fortune Favours Wellingtonian burger sauce, melted cheese and pickles in a Brezelmania bun.",Guerilla Burger - Oddlins pop up,$16,2020,Yes,,,,,,,,,,,
Cuban Burger Crisis,"Smashed pork patty with Cuban-inspired seasoning, Kāpiti Te Horo Swiss, pickles and golden mustard sauce in a Brezelmania bun.",Guerilla Burger Flame Grill pop up,$12,2020,,,,,Yes,,,,,,,
Ferment To Be,"Angus beef smashed patty with thick-cut bacon, tomato, mustard greens, Provolone dolce, housemade pickles, jalapeños and roasted pumpkin seed paste in a Zaida's beetroot ciabatta bun.",Heyday Beer Co,$24,2020,Yes,,,,,,,,,,,
Kawamunga,"Deep-fried Cameron Family Farms vegetable terrine with kawakawa honey mustard and mung bean sprout slaw in a housemade bun, with potato crisps.",Hillside Kitchen & Cellar,$20,2020,,,,,,,,Yes,,,,
Smashed Badger,"Smashed double brisket patty with smashed fried onions, housemade sauce, onion, American cheese and dill pickles in a Brezelmania potato bun, with spiced tater tots and peri-peri ketchup.",Honey Badger Saloon,$20,2020,Yes,,,,,,,,,,,
Lucky Number 8,"Crayfish patty with Ōtaki pork patty, cos lettuce, shaved daikon, coriander, chilli, spring onion and sriracha mayonnaise in a Zaida's eight-shaped charcoal milk bun.",Hot Sauce,$32,2020,,,,,Yes,Yes,,,,,,
Pork Rib-O'Licous,"Pork ribs with jalapeño cheese, pickles, lettuce, onion marmalade and burger sauce in a Brezelmania milk bun, with mac 'n' cheese bites and buttermilk ranch dressing.",Hunts Restaurant,$18,2020,,,,,Yes,,,,,,,
Arif Special,"Rendang sambal dry ribs with lettuce, onion, tomato and housemade sambal in a Hataitai Hot Bread Shop bun.",Indo PLUS Food Truck @ Waitoa Social Club,$18,2020,,,,,Yes,,,,,,,
What's Yer Beef,"Rump steak slices with ribbons of kūmara, carrot and parsnip crisps, cos lettuce, tomato and horseradish relish in a Pandoro corn-dusted bun, with handcut fries and red wine gravy.",Jack Hackett's,$20,2020,Yes,,,,,,,,,,,
Chori,"Longganisa patty with banana ketchup, sweet onion jam, lettuce and housemade mayonnaise in a Pandoro milk bun, with chunky fries.",Jardin Grill,$27,2020,,,,,Yes,,,,,,,
Bangalore Empire,"Tandoori chicken breast with jalapeño, red onion slaw, cheddar, lettuce, tomato and coriander masala aioli in a Pandoro milk bun, with beer-battered fries.",Juniper Restaurant & Bar,$22,2020,,Yes,,,,,,,,,,
Burgembira,"Quinoa, pumpkin and kūmara patty with grilled eggplant, zucchini, spiced caramelised onion, baby rocket, cashew pesto and chilli mayonnaise in a housemade roti with kale masala vadai and vegetable relish.",Kanama Kopi Kadai,$25,2020,,,,,,,,Yes,,,,
K-BBQ,"Korean-spiced beef brisket with iceberg lettuce, cucumber pickle and kimchi mayonnaise in an Arobake onion bun, with sweet sesame shoestring fries.",Kanteen,$20,2020,Yes,,,,,,,,,,,
Te Hononga,"Grilled pork belly with pāua cream, wild watercress, housemade smoked beetroot and pikopiko relish and apple sauce in an Arobake sage and onion bun, with root vegetable crisps.",Karaka Café,$20,2020,,,,,Yes,,,,,,,
Opa!,"Moroccan-spiced chicken with slaw and Elysian tzatziki in an Arobake beetroot bun, with beer-battered onion rings and polenta fries.",Kelburn Village Pub,$20,2020,,Yes,,,,,,,,,,
Agra,"Curry spiced lamb patty with cucumber, red onion, basil mango mayonnaise, Zany Zeus paneer and mint salad in a Brezelmania turmeric potato bun, with thick cut chips and curry sauce.",Khandallah Trading Company,$24,2020,,,,Yes,,,,,,,,
Fricken Large,"Taiwanese-style supersized fried chicken marinated in secret sauce with long-pickled cucumber, lettuce, American cheddar and chipotle mayonnaise in a Grafter's honey-toasted corn dusted bun, with kūmara fries.",L'affare,$22,2020,,Yes,,,,,,,,,,
'Rapa Your Mouth Around This,"Wairarapa pork sausage patty with Kingsmeade Mt Bruce Havarti, Wairarapa truffles in a soft milk bun, with shoestring fries.",La Bella Italia,$22,2020,,,,,Yes,,,,,,,
Salsiccia e Friarielli,"Free range Wairarapa pork sausage with Provolone, friarielli, garlic, chilli and oregano in an Arobake bun.",LAB 151,$17,2020,,,,,Yes,,,,,,,
Cows Don’t Cry,"Fix & Fogg Peanut Butter infused chickpea and lentil patty with housemade roasted tomato and capsicum relish, vegan mayonnaise, vegan cheese and shredded lettuce in an Arobake bun, with paprika spiced chunky fries.",Lanes Bar and Bowling,$20,2020,,,,,,,,Yes,,,,
Everybody Loves Dessert,"Milk chocolate brownie patty with vanilla cream, passionfruit pâte de fruit and raspberry sauce in a SoNut (sourdough donut) bun, with popcorn ice cream and salted toffee popcorn.",Lashings HQ,$18,2020,,,,,,,,,Yes,,,
Let's Get Jacked,"Pulled jackfruit with buffalo sauce, cauliflower, guacamole, vegan ranch, pickled red cabbage, red onion and alfalfa sprouts in a Zaida's bun.",Laundry,$21,2020,,,,,,,,Yes,,Yes,,
Hog Thai,"Spiced braised Longbush pork shoulder with lemongrass, coriander, Thai basil slaw, mung bean sprouts, lime and caramel dressing in a Leeds Street Bakery milk bun.",Leeds Street Bakery,$21,2020,,,,,Yes,,,,,,,
Massattack,"Masa-coated buttermilk chicken with shredded iceberg, pepper jack cheese, coriander, jalapeño mayonnaise, pickled onions and Penray Gardens smoked jalapeño sriracha in a Brezelmania potato bun, with pepper jack dusted blue and yellow corn tortillas and salsa roja.",Leroy's Bar,$22,2020,,Yes,,,,,,,,,,
The Drunken Bird,"Beer-soaked marinated chicken with smoked pork rasher, shredded slaw and sesame dressing in a Zaida's ciabatta bun, with Belgian thick-cut frites.",Leuven Belgian Beer Café,$20,2020,,Yes,,,Yes,,,,,,,
Dr. Snaglove (Or How I Learned to Stop Worrying and Love Fried Onions),"Cameron Harrison beer-infused smoked pork sausage and charred beef smash patty with crispy tobacco onions, grilled cheddar, housemade sour beer pickles, and tangy housemade ketchup in a housemade soft salted bretzel-inspired roll, with waffle fries and gravy.",Little Beer Quarter,$23,2020,Yes,,,,Yes,,,,,,,
When Life Gives You Lemongrass,"Chicken breast with housemade satay sauce, lemongrass, spices and chopped nuts in a Wellington Sourdough bun.",Little Penang @ Waitoa Victoria St,$18,2020,,Yes,,,,,,,,,,
Belly of a Beer Drinking Pig,"Braised Strathmore Butchery pork belly and streaky bacon with Zany Zeus smoked brinza, onion jam, sea salt pickles, boozy aioli, boozy BBQ sauce and Shoots Microgreens herbs in a toasted Brezelmania bun, with hand-cut chips.",Little Sprig Seatoun,$28,2020,,,,,Yes,,,,,,,
Bali Chick,"Coconut fried chicken with sambal matah salsa, lemongrass aioli and greens in a Pandoro brioche bun, with housemade spiced crisps.",Lola Stays,$20,2020,,Yes,,,,,,,,,,
La Polla Loca,"Fried chicken brined in a green mango juice and sticky scorpion chilli pineapple relish with pickled red cabbage, whipped feta and coriander in a Brezelmania toasted potato bun, with patatas bravas with chipotle and lemongrass salt, mayonnaise and salsa.",Los Banditos,$25,2020,,Yes,,,,,,,,,,
La Gran Tortuga,"Beef patty with chorizo, bacon, Turk's chicken, frankfurter, free range fried egg, cheese, grilled onions and jalapeño aioli in a housebaked bun, with kūmara fries.",Los Locos Mexican Cantina,$24,2020,Yes,Yes,,,,,,,,,,
Tandoori Glory,"Fried tikka-spiced chicken thigh with red slaw, Zany Zeus raita and LUCKY chutney in a Brezelmania garlic bun, with curry fries.",LUCKY,$20,2020,,Yes,,,,,,,,,,
Prawn Chicka Wow Wow!,"Coconut fried chicken with Woodhaven Gardens cabbage and green papaya slaw, nam jim dressing, tamarind and pineapple chutney and pork crackle crumb, in a toasted shrimp brioche bun (shimp optional), with nam jim seasoned potato tornado topped with sriracha mayo and Woodhaven Gardens spring onions.",Lulu,$26,2020,,Yes,,,Yes,,,,,,,
East Meats West,"Slow-cooked St. Louis-style pork rib rack with Kāpiti Smoked Cheddar mayonnaise, spicy pickles, Baxters spicy bourbon BBQ sauce and caramelised onions in a Brezelmania sesame loaf bun, with umami-dusted crispy prawns and wasabi mayonnaise. Available as full, half or quarter rib, served to share.",Mac's Brewbar,$100,2020,,,,,Yes,Yes,,,,,,
Mayan End of World,"Beef patty with cheese, avocado, tomato, red onion, mesclun, Coffee Supreme espresso BBQ sauce and spicy mayonnaise in a soft potato bun, with seasoned tortilla strip fries and guacamole.",Machete Coffee & Tacos,$20,2020,Yes,,,,,,,,,,,
Chook Norris,"Cereal crumbed chicken thigh with Marmite™ and chilli jam, smoked bacon and pineapple kimchi in a Brezelmania Havana Coffee bun, with taro crisps.",Master Kong,$25,2020,,Yes,,,,,,,,,,
The Forager,"Black Angus beef patty with truffled prosciutto cotto ham, Taleggio cheese, lollo lettuce, balsamic borettane pickled onion and locally foraged porcini mushrooms in an Altamura sourdough bread bun, with Van der Rose potato wedges.",Mediterranean Foods Trattoria and Deli,$20,2020,Yes,,,,,,,,,,,
Mother Clucker,"Free range chicken patty marinated in achiote and guajillo chilli with citrus crema, citrus-cured red onion, cornichon and baby rocket in a Zaida's paprika milk bun, with kūmara crisp.",Mexico Petone,$18,2020,,Yes,,,,,,,,,,
Plant Power,"Plant-based patty with vegan chipotle mayonnaise, vegan cheddar, Wild Chef orange kūmara rosti, rocket, tomato salsa, slaw, jitomate and caramelised Spanish onion in a gluten free sourdough bun.",Mexico Wellington,$20,2020,,,,,,,,Yes,,Yes,,
The Golden Goat,"Slow-cooked pulled spiced goat with pickled onion, tomato salsa, lettuce, Kāpiti Pakari Aged Cheddar, coriander and mint chutney in a milk bun, with potato chips.",Ministry of Food,$21,2020,,,,,,,,,,,,
The Hotline Wing,"Fried chicken with buffalo mozzarella, Fix & Fogg Smoke & Fire hot sauce, Grafters bush blend honey, butter leaf lettuce and a hot wing in a soft white bun, with bacon dusted fries.",Mishmosh,$24,2020,,Yes,,,,,,,,,,
Miss Saigon,"Lemongrass and turmeric chicken with toasted cashew, green mango slaw, red nuoc cham sauce, mayonnaise and herbs in a Shelly Bay Baker organic sesame seed bun, with prawn crackers.",Miss Fortune's,$14,2020,,Yes,,,,,,,,,,
Misspent Youth,"Triple cheese patty in a hemp-crumb with tequila pickles, smoky bacon, red ale caramelised onions, pickled red cabbage, hydroponic iceberg lettuce, Shoots NZ micro beetroot, parent's liquor cabinet rocket fuel sticky glaze and herb aioli in a Zaida's bun with beer-battered fries and bacon mayonnaise.",Mockingbird,$22,2020,,,,,,,,Yes,,,,
The Oinkster,"Slow-cooked pork belly with shrimp sausage, chilli and apricot slaw, pickled onions and phở mayonnaise in an Arobake bun with prawn crackers.",Monsoon Poon,$19,2020,,,,,Yes,,,,,,,
Tātou tātou e,"Wagyu patty with cos lettuce, Garage Project Hops on Pointe caramelised onion, Garage Project Hatsukoi Lager sunomono cucumber, Baron Hasselhoff's chocolate and stout mole sauce, mustard, ketchup and black garlic mayonnaise in an Arobake soft herb bun, with root vegetable fries.",Moon,$22,2020,Yes,,,,,,,,,,,
Pao Bao,"Kung Pao chicken with Shoots NZ microgreen slaw, pink pickled onion, red pepper and Sichuan mayonnaise in a housemade steamed bao with skin-on shoestring fries.",Mr Go's,$23,2020,,Yes,,,,,,,,,,
O'Bay Surf 'n' Turf,"Wairarapa apple-wood smoked Wagyu brisket with tempura prawn, cos lettuce, Bloody Mary sauce and béarnaise aioli in a sesame bun, with fries.",Mt Vic Chippery,$15,2020,Yes,,,,,Yes,,,,,,
Wallburger,"Pastrami and brisket patty with Kāpiti Te Horo Swiss, dill pickle, Russian dressing and red and white caraway sauerkraut in a bretzel bun, with sauerbraten fries.",München,$24,2020,Yes,,,,,,,,,,,
Com Suon,"Grilled lemongrass honey and soy pork fillet with scallion oil, fried egg, iceberg lettuce, tomato, cucumber, pickles and sriracha mayonnaise in a toasted Pandoro sesame bun.",NAM D Street food,$15,2020,,,,,Yes,,,,,,,
The Baller'$,"Beef patty with Chinese-style BBQ pulled pork rib, double cheese, fried onion, button mushrooms, pickles, lettuce, American mustard and burnt butter mayonnaise in an Arobake brioche bun.",Neo Café & Eatery,$20,2020,Yes,,,,Yes,,,,,,,
La Unión,"Mung bean, brown organic rice, sliced almond, Kāpiti Pakari Aged Cheddar, fennel seed and chive patty with cucumber, red cabbage pickles and jalapeño aioli in a housemade brioche bun, with a roasted parsnip, carrot, broccoli, cauliflower, kale and silverbeet salad.",Nikau Cafe,$21,2020,,,,,,,,Yes,,,,
Pāua to the People,"Pāua patty with onion rings, pickled Ōtaki cucumber, Ōtaki butterhead lettuce, lemon and dill mayonnaise in a brioche bun.",Oak and Vine,$20,2020,,,,,,Yes,,,,,,
The Hellenic,"Spiced lamb with Zany Zeus halloumi, pickled chilli and metaxa BBQ sauce in a housemade tsoureki bun, with greek oregano fries.",Oikos Hellenic Cuisine,$22,2020,,,,Yes,,,,,,,,
The Tongue Twister,"Beef patty with tongue bacon, battered pickle, green peppercorn BBQ sauce, smoked cheddar, lettuce and mayonnaise in an Arobake horopito brioche bun, with prawn and soy crackers and seaweed salt.",Olive,$23,2020,Yes,,,,,,,,,,,
Ortolana,"Beyond Meat® patty with smoked Provolone, gherkin, roasted red peppers and artichoke mayonnaise in an Arobake bun, with housemade polenta chips and fennel pollen salt.",Ombra,$24,2020,,,,,,,,Yes,,Yes,,
Chicken Licken,"Kiwi-spiced free range fried chicken with pickles and black garlic aioli in a Brezelmania milk bun, with bacon-loaded waffle fries and dipping gravy.",One Fat Bird,$23,2020,,Yes,,,,,,,,,,
Paris to Chennai 65,"Fried 65 spice marinated free range chicken thigh with Zany Zeus chettinad yoghurt, Kāpiti Cumin Seed Gouda, paan pooran cabbage kimchi in a croissant bun, with green curry leaf shoestring fries.",One80 Restaurant,$25,2020,,Yes,,,,,,,,,,
"Hook, Line and Battered","Buttermilk-battered fish fillet with pickled beetroot, cos lettuce and tartare ketchup sauce in a housemade white bun, with duck fat roasted potatoes and aioli.",Ortega Fish Shack & Bar,$27,2020,,,,,,Yes,,,,,,
Come Together Over Kai,"Slow-cooked smoked 'vegan pork' with locally foraged watercress, Kāpiti grown cabbage and pumpkin in a steamed bao bun, with kūmara fries and housemade smoked vegannaise.",Oviedo Cafe,$22,2020,,,,,,,,Yes,,Yes,,
The Midnight Sandwich Run,"Smoked pork belly with Fix & Fogg peanut sauce, honey cured bacon, Memphis slaw, green banana and grape jelly in a toasted pretzel bun, with fried dill pickles and comeback sauce.",Panhead Custom Ales,$22,2020,,,,,Yes,,,,,,,
Cheap Thrills,"Pork and chorizo patty with corned beef silver side, Baxter's Original spicy bourbon BBQ Sauce, gherkins and slaw in a brioche bun, with shoestring fries.",Panhead Tory Street,$22,2020,Yes,,,,Yes,,,,,,,
Three Little Pigs,"Pork patty with Martinborough honey glazed bacon, housemade black garlic aioli, smoked tomato relish, iceberg lettuce and pickled pink onions in a Brezelmania flax seed milk bun, with pork crackling and fennel and sage seasoned shoestring fries.",Park Kitchen,$22,2020,,,,,Yes,,,,,,,
Il Cheeky-chicken,"Truffle and marsala marinated chicken thigh with Waikanae Butcher guanciale, Swiss, pickled red onions, baby spinach, braised onion puree and Kāpiti olive oil in a Sicilian-style sesame brioche bun, with fries and aioli.",Passo Pizza Pasta Caffe`,$22,2020,,Yes,,,,,,,,,,
"Brisket Twice, Pickle Once","Pulled salt and pepper brisket with housemade pastrami, sauerkraut, Swiss fondue and Penray Gardens dill pickle in an Arobake potato bun, with caraway and chive latke fries.",Pickle & Pie,$26,2020,Yes,,,,,,,,,,,
The Winey Lamb,"Pinot Noir roasted Palliser Ridge lamb patty with The Drunken Nanny goats curd, beetroot relish, chilli mayonnaise, lettuce and red onion in a Clareville Bakery rosemary infused sourdough bun, with twice cooked handcut chips and aioli.",Pinocchio Greytown,$25,2020,,,,Yes,,,,,,,,
Black Jack,"Barbacoa and coffee braised black bean patty with jackfruit, red cabbage slaw, buttermilk fried onions and cashew lime and coriander sour cream in a Brezelmania potato bun, with fire fries dusted in chipotle and mango salt.",POP,$22,2020,,,,,,,,Yes,,,,
The Shear-Holder,"Palliser Ridge tartare flavoured lamb patty with Garage Project Pils'n'Thrills American cheese sauce and housemade ketchup in an Arobake brioche bun, with rosemary seasoned taties.",Portlander Bar and Grill,$25,2020,,,,Yes,,,,,,,,
This Pig's Sconna Fly,"Housesmoked pork cheek bacon with a fried egg, baby spinach and chilli and pineapple relish in a housemade cheese scone bun, with a mini potato hash brown and blue cheese hollandaise.",Pravda Café and Grill,$23,2020,,,,,Yes,,,,,,,
Double Trouble,"Teriyaki-glazed pork belly and buttermilk fried chicken with smoked streaky bacon, cheese sauce and housemade slaw in a toasted brioche bun, with handcut kūmara chips and garlic aioli.",Queen of Jackson,$23,2020,,Yes,,,Yes,,,,,,,
Poppy Jallopi,"Lamb patty stuffed with ragu, onions, garlic and basil with smoked Provolone in a toasted Brezelmania espresso bun, with potato gnocchi fries. *Available in kids and adult-sized portions.",Rizzo's @ Station Gardens,$23,2020,,,,Yes,,,,,,,,
The Surfing Pig,"Grilled pork and prawn patty with crispy green rice-crusted monkfish, seared pineapple, mozzarella, Ōtaki lettuce and tamarind tartare sauce in a Pandoro brioche milk bun, with shoestring fries.",Rock Yard Restaurant,$23,2020,,,,,Yes,Yes,,,,,,
Bay of Pigs,"Woody's Free Range Farm Cuban pulled pork patty and free range leg ham with Swiss, pickles and housemade pickled habanero mustard in a grilled Arobake potato bun.",Rogue & Vagabond,$18,2020,,,,,Yes,,,,,,,
Porktion Control,"Sichuan-spiced spring onion pork patty with a teriyaki glaze, yellow chilli mayonnaise, miso cucumber and Asian-inspired slaw in a housemade sweet potato bun with shoestring fries",Rogue Burger,$25,2020,,,,,Yes,,,,,,,
Sailor 'n' Cracker,"A housemade red cod and prawn patty with onion, Asian slaw and carrot and daikon pickle in a Pandoro brioche bun, with Vietnamese prawn crackers.",Saigon Taste Restaurant,$16,2020,,,,,,Yes,,,,,,
Snitz and Bits,"Beef schnitzel in Pandoro breadcrumbs with pecorino cheese and Kāpiti apple and cucumber relish in a sesame bun, with shoestring fries and gravy.",Salty Pidgin,$22,2020,Yes,,,,,,,,,,,
Saucy Mana Mama,"Angus beef patty with bacon, cheesy jalapeño hash brown, Kāpiti Swiss and pimento sauce in a Zaida's turmeric and chilli bun, with potato medallions and salsa.",Sandbar Mana,$24,2020,Yes,,,,,,,,,,,
